,Unnamed: 0,SU_ID,P_PANEL,NATIONAL_WEIGHT,REGION_WEIGHT,NATIONAL_WEIGHT_POP,REGION_WEIGHT_POP,P_GEO,SOC1,SOC2A,SOC2B,SOC3A,SOC3B,SOC4A,SOC4B,PHYS8,PHYS1A,PHYS1B,PHYS1C,PHYS1D,PHYS1E,PHYS1F,PHYS1G,PHYS1H,PHYS1I,PHYS1J,PHYS1K,PHYS1L,PHYS1M,PHYS1N,PHYS1O,PHYS1P,PHYS1Q,SOC5A,SOC5B,SOC5C,SOC5D,SOC5E,PHYS2_1,PHYS2_2,PHYS2_3,PHYS2_4,PHYS2_5,PHYS2_6,PHYS2_7,PHYS2_8,PHYS2_9,PHYS2_10,PHYS2_11,PHYS2_12,PHYS2_13,PHYS2_14,PHYS2_15,PHYS2_16,PHYS2_17,PHYS2_18,PHYS2_19,PHYS2_DK,PHYS2_SKP,PHYS2_REF,PHYS10A,PHYS10B,PHYS10C,PHYS10D,PHYS10E,ECON8A,ECON8B,ECON8C,ECON8D,ECON8E,ECON8F,ECON8G,ECON8H,ECON8I,ECON8J,ECON8K,ECON8L,ECON8M,ECON8N,ECON8O,ECON8P,ECON8Q,ECON8R,ECON8S,ECON7_1,ECON7_2,ECON7_3,ECON7_4,ECON7_5,ECON7_6,ECON7_7,ECON7_8,ECON7_DK,ECON7_SKP,ECON7_REF,ECON1,ECON2,ECON4,ECON3,ECON4A,ECON4B,ECON6A,ECON6B,ECON6C,ECON6D,ECON6E,ECON6F,ECON6G,ECON6H,ECON6I,ECON6J,ECON6K,ECON6L,ECON5A_A,ECON5A_B,PHYS7_1,PHYS7_2,PHYS7_3,PHYS7_4,PHYS7_DK,PHYS7_SKP,PHYS7_REF,PHYS11,PHYS11_TEMP,PHYS9A,PHYS9B,PHYS9C,PHYS9D,PHYS9E,PHYS9F,PHYS9G,PHYS9H,PHYS3A,PHYS3B,PHYS3C,PHYS3D,PHYS3E,PHYS3F,PHYS3G,PHYS3H,PHYS3I,PHYS3J,PHYS3K,PHYS3L,PHYS3M,PHYS4,PHYS5,PHYS6,AGE4,AGE7,GENDER,RACETH,RACE_R2,HHINCOME,EDUCATION,EDUC4,P_OCCUPY2,HHSIZE1,HH01S,HH25S,HH612S,HH1317S,HH18OVS,REGION4,REGION9,P_DENSE,MODE,LANGUAGE,MAIL50,RACE1_BANNER,RACE2_BANNER,INC_BANNER,AGE_BANNER,HH_BANNER
7420,7421,40005518,Amerispeak,0.1964661866,,22510.713133,,,3,4,4,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,3,,3,30,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,3,4,2,1,1,"$100,000 to under $150,000",3,3,,4,0,0,0,0,4,2,3,3,2,1,,1,1,4,2,5
7421,7422,40005524,Amerispeak,0.9200858672,,105421.64723,,,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5,5,3,3,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,40,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,1,"$100,000 to under $150,000",4,3,,2,0,0,0,0,2,3,5,3,2,1,,1,1,3,2,2
7422,7423,40005533,Amerispeak,1.1223118484,0.6105314286,128592.30641,35056.474367,Texas,2,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,998,98,98,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,98,98,98,98,98,2,2,2,4,5,2,3,2,"$75,000 to under $100,000",5,4,9,5,0,0,0,0,5,3,7,3,2,1,,3,3,3,2,5
7423,7424,40005534,Amerispeak,0.3901177867,,44698.936431,,,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,4,4,3,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,3,10,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,"$75,000 to under $100,000",3,3,15,2,0,0,0,0,2,4,8,3,2,1,,1,1,3,3,2
7424,7425,40005543,Amerispeak,0.0896085294,,10267.170823,,,3,1,1,1,3,2,1,3,2,2,1,2,2,2,1,2,2,77,2,2,1,1,2,2,2,98,98,1,98,98,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,5,4,4,3,4,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,,2,35,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,1,98.6,2,2,2,2,1,2,2,1,2,2,1,1,2,2,77,2,2,2,2,2,2,2,2,1,4,5,2,4,2,"$10,000 to under $20,000",3,3,9,1,0,0,0,0,1,3,5,3,2,1,,5,9,1,2,1
7425,7426,40005547,Amerispeak,0.392312231,,44950.371581,,,2,3,3,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,3,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,4,2,4,4,3,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,40,,40,1,2,4,4,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,"$10,000 to under $20,000",5,4,11,4,0,2,0,0,2,2,4,3,2,1,,1,1,1,2,3
7426,7427,40005557,Amerispeak,2.3142919178,,265167.06193,,,2,5,4,1,1,2,2,2,98,98,1,98,98,98,1,98,1,2,2,2,2,1,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,5,5,4,3,3,2,1,1,1,1,2,1,1,2,2,1,1,98,98,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,98,,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,5,2,1,1,"$75,000 to under $100,000",2,2,,3,0,0,0,0,3,2,3,3,2,1,,1,1,3,2,5
7427,7428,40005561,Amerispeak,1.4290852126,,163741.80118,,,1,2,2,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,3,3,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,,,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.7,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,1,1,1,"$75,000 to under $100,000",2,2,,2,0,0,0,0,2,2,3,2,2,1,,1,1,3,3,2
7428,7429,40005565,Amerispeak,0.2768981953,0.2144834275,31726.456092,10628.677928,California,2,2,2,1,1,2,2,3,2,2,2,2,77,2,2,2,1,2,1,2,2,2,2,2,2,98,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,5,2,4,3,3,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.9,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,7,2,1,1,"$50,000 to under $75,000",3,3,21,2,0,0,0,0,2,4,9,3,2,1,,1,1,2,3,2
7429,7430,40005571,Amerispeak,0.3958798758,,45359.145371,,,2,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,45,,45,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,"$50,000 to under $75,000",4,3,13,2,0,0,0,0,2,2,3,3,2,1,,1,1,3,2,2
7430,7431,40005577,Amerispeak,1.8917509153,,216753.13656,,,3,2,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,3,2,3,3,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,3,,1,6,3,3,4,98,98,98,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,1,2,2,1,98,98,98,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,77,4,5,1,2,2,"$75,000 to under $100,000",5,4,15,2,0,0,0,0,2,3,5,3,2,1,,2,2,3,2,2
7431,7432,40005581,Amerispeak,0.39216444,0.2676328446,44933.437978,13262.485319,California,3,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,3,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,888,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,7,1,1,1,"$40,000 to under $50,000",6,4,5,2,0,0,0,0,2,4,9,3,2,1,,1,1,2,3,2
7432,7433,40005594,Amerispeak,1.5007404073,,171951.91388,,,4,4,4,1,1,2,2,4,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,4,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,5,5,3,3,1,1,1,2,1,1,1,77,77,2,77,1,77,1,77,1,1,77,1,0,0,0,0,0,0,0,1,0,0,0,1,20,,20,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,"Under $10,000",2,2,,1,0,0,0,0,1,2,3,3,2,1,,2,2,1,2,1
7433,7434,40005595,Amerispeak,0.8475016916,1.786208148,97105.093703,102563.36893,Texas,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,5,5,4,3,3,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,20,,40,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,998,1,98,98,98,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,"$100,000 to under $150,000",5,4,,2,0,0,0,0,2,3,7,3,2,1,,1,1,3,2,2
7434,7435,40005605,Amerispeak,0.0738543859,0.0492753548,8462.0917444,2829.371482,Texas,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,5,5,5,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,,1,0,5,5,4,4,4,4,4,1,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,2,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,"$150,000 or more",2,2,25,1,0,0,0,0,1,3,7,3,2,2,,3,3,4,2,1
7435,7436,40005624,Amerispeak,0.1672506697,0.1605026645,19163.256091,5604.4149721,Florida,2,2,3,3,1,2,2,3,2,77,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,88,88,88,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,,8,2,2,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,2,"$10,000 to under $20,000",4,3,8,1,0,0,0,0,1,3,5,3,2,2,,3,3,1,2,1
7436,7437,40005626,Amerispeak,1.2657909975,,145031.86796,,,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,56,,56,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,1,0,0,0,0,0,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,"$75,000 to under $100,000",3,3,7,5,0,2,0,1,2,3,5,3,2,1,,1,1,3,2,4
7437,7438,40005640,Amerispeak,0.270301957,0.1798752901,30970.67194,8913.6794762,California,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,4,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,3,3,3,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,35,,40,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.6,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,"$50,000 to under $75,000",6,4,15,3,0,1,0,0,2,4,9,3,2,1,,1,1,3,2,3
7438,7439,40005642,Amerispeak,0.0939031956,0.1248132713,10759.245317,6185.0935432,California,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,,9,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,"$75,000 to under $100,000",3,3,17,6,0,0,1,1,4,4,9,1,2,1,,3,3,3,1,3
7439,7440,40005643,Amerispeak,0.2635264154,,30194.343576,,,3,2,2,2,1,1,1,4,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,3,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2,2,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,3,,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,1,97.9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,77,2,2,2,2,2,2,3,5,2,1,1,"$100,000 to under $150,000",4,3,,1,0,0,0,0,1,2,3,2,2,1,,1,1,3,2,1
7440,7441,40005667,Amerispeak,1.2903966923,,147851.14056,,,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,2,2,3,3,98,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,1,1,"$50,000 to under $75,000",6,4,2,1,0,0,0,0,1,4,8,3,2,1,,1,1,3,3,1
7441,7442,40005670,Amerispeak,0.4060286703,,46521.974487,,,2,2,5,5,5,77,77,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,3,3,3,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,0,0,0,0,0,0,0,0,1,0,98,,,998,3,3,2,2,2,2,2,2,2,98,2,3,2,2,2,2,0,0,1,0,0,0,0,2,,2,2,98,2,2,2,2,2,77,77,77,77,77,77,77,77,77,2,1,2,98,2,77,2,1,2,1,1,1,"$20,000 to under $30,000",4,3,14,6,0,0,4,0,2,4,8,3,2,1,,1,1,1,2,4
7442,7443,40005693,Amerispeak,1.3086431461,,149941.78371,,,3,2,3,1,1,1,1,4,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,4,2,5,3,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,40,,40,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,1,2,2,2,2,2,2,2,2,77,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,"$75,000 to under $100,000",4,3,21,6,0,2,1,0,3,4,8,3,2,1,,1,1,3,2,4
7443,7444,40005695,Amerispeak,1.0608737113,,121552.84428,,,3,3,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,3,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.9,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,7,2,1,1,"$30,000 to under $40,000",3,3,,1,0,0,0,0,1,3,5,2,1,1,,1,1,2,3,1
7444,7445,40005718,Amerispeak,0.3610294533,0.147626884,41366.051825,7315.6169811,California,3,2,2,3,3,2,1,5,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,4,4,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,5,5,5,2,3,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,2,,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,4,6,2,1,1,"Under $10,000",5,4,,1,0,0,0,0,1,4,9,3,1,1,,1,1,1,3,1
7445,7446,40005719,Amerispeak,0.1571415297,,18004.970517,,,3,3,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.7,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,5,2,1,1,"$75,000 to under $100,000",4,3,9,2,0,0,0,0,2,4,9,2,2,1,,1,1,3,2,2
7446,7447,40005727,Amerispeak,0.0367831675,0.2300470523,4214.5437187,7759.2234459,New York,2,2,1,1,1,2,2,3,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,4,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,88,88,88,88,88,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,35,,35,1,1,4,1,4,4,4,1,4,4,4,4,4,4,2,2,0,1,0,0,0,0,0,2,,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,3,4,2,3,2,"Under $10,000",1,1,12,3,0,0,0,0,3,1,2,3,2,1,,3,3,1,2,5
7447,7448,40005732,Amerispeak,1.0215545151,,117047.72734,,,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,4,5,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,2,1,1,"$30,000 to under $40,000",5,4,,1,0,0,0,0,1,2,3,3,1,1,,1,1,2,3,1
7448,7449,40005735,Amerispeak,0.364936714,,41813.738139,,,2,1,1,2,3,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,1,1,"$75,000 to under $100,000",6,4,21,2,0,0,0,0,2,3,6,3,2,1,,1,1,3,3,2
7449,7450,40005738,Amerispeak,0.1655479087,,18968.157046,,,3,2,2,3,3,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,2,2,4,3,3,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,98,,,43,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,77,2,2,2,2,2,2,1,1,1,"$50,000 to under $75,000",5,4,14,2,0,0,0,0,2,2,4,3,2,1,,1,1,2,2,2
7450,7451,40005749,Amerispeak,0.1707368101,,19562.691275,,,4,3,3,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,3,5,3,3,3,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,3,,3,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,5,2,1,1,"$75,000 to under $100,000",4,3,12,6,0,0,0,0,6,2,3,3,2,1,,1,1,3,2,5
7451,7452,40005758,Amerispeak,3.0553170152,,350072.27478,,,3,5,3,3,3,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,5,3,5,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,40,,40,3,3,4,3,4,4,4,1,3,4,4,4,4,4,1,1,0,0,0,1,0,0,0,1,96.2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,"$20,000 to under $30,000",3,3,,2,0,0,0,0,2,2,3,3,2,1,,1,1,1,2,2
7452,7453,40005762,Amerispeak,0.4492170115,,51470.410535,,,3,5,5,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,,1,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,77,2,2,2,1,2,2,2,1,2,1,4,2,"$10,000 to under $20,000",3,3,25,2,0,0,0,0,2,3,5,3,2,1,,5,9,1,2,2
